NACA 0014
     1.000000    0.001470
     0.993279    0.002566
     0.981876    0.004404
     0.968845    0.006474
     0.954306    0.008745
     0.938537    0.011164
     0.921879    0.013671
     0.904635    0.016215
     0.887033    0.018760
     0.869216    0.021283
     0.851274    0.023772
     0.833258    0.026219
     0.815197    0.028621
     0.797109    0.030976
     0.779004    0.033282
     0.760889    0.035538
     0.742768    0.037744
     0.724646    0.039899
     0.706525    0.042002
     0.688408    0.044050
     0.670299    0.046044
     0.652199    0.047981
     0.634111    0.049859
     0.616039    0.051677
     0.597985    0.053432
     0.579951    0.055121
     0.561942    0.056742
     0.543959    0.058291
     0.526006    0.059765
     0.508088    0.061160
     0.490206    0.062472
     0.472366    0.063698
     0.454571    0.064832
     0.436826    0.065870
     0.419135    0.066806
     0.401505    0.067636
     0.383940    0.068353
     0.366447    0.068951
     0.349034    0.069423
     0.331709    0.069764
     0.314482    0.069965
     0.297363    0.070019
     0.280367    0.069917
     0.263509    0.069653
     0.246808    0.069217
     0.230290    0.068601
     0.213985    0.067797
     0.197934    0.066797
     0.182188    0.065596
     0.166813    0.064191
     0.151893    0.062583
     0.137527    0.060780
     0.123831    0.058800
     0.110923    0.056667
     0.098909    0.054416
     0.087867    0.052086
     0.077831    0.049716
     0.068790    0.047340
     0.060693    0.044985
     0.053465    0.042666
     0.047017    0.040394
     0.041260    0.038171
     0.036109    0.035996
     0.031488    0.033864
     0.027333    0.031769
     0.023588    0.029704
     0.020207    0.027662
     0.017154    0.025636
     0.014397    0.023617
     0.011914    0.021599
     0.009685    0.019576
     0.007700    0.017543
     0.005949    0.015496
     0.004427    0.013433
     0.003133    0.011355
     0.002067    0.009266
     0.001227    0.007173
     0.000612    0.005087
     0.000214    0.003023
     0.000023    0.000994
     0.000023   -0.000994
     0.000214   -0.003023
     0.000612   -0.005087
     0.001227   -0.007173
     0.002067   -0.009266
     0.003133   -0.011355
     0.004427   -0.013433
     0.005949   -0.015496
     0.007700   -0.017543
     0.009685   -0.019576
     0.011914   -0.021599
     0.014397   -0.023617
     0.017154   -0.025636
     0.020207   -0.027662
     0.023588   -0.029705
     0.027333   -0.031769
     0.031488   -0.033864
     0.036109   -0.035996
     0.041260   -0.038171
     0.047017   -0.040394
     0.053465   -0.042666
     0.060693   -0.044985
     0.068790   -0.047341
     0.077831   -0.049716
     0.087867   -0.052086
     0.098909   -0.054416
     0.110923   -0.056667
     0.123832   -0.058800
     0.137528   -0.060780
     0.151893   -0.062583
     0.166813   -0.064191
     0.182188   -0.065596
     0.197934   -0.066797
     0.213985   -0.067797
     0.230290   -0.068601
     0.246808   -0.069217
     0.263509   -0.069653
     0.280367   -0.069917
     0.297364   -0.070019
     0.314482   -0.069965
     0.331710   -0.069764
     0.349035   -0.069423
     0.366447   -0.068951
     0.383940   -0.068353
     0.401505   -0.067636
     0.419136   -0.066806
     0.436826   -0.065870
     0.454571   -0.064832
     0.472366   -0.063698
     0.490207   -0.062472
     0.508088   -0.061160
     0.526007   -0.059765
     0.543959   -0.058291
     0.561942   -0.056742
     0.579951   -0.055121
     0.597985   -0.053432
     0.616039   -0.051677
     0.634112   -0.049859
     0.652199   -0.047981
     0.670299   -0.046044
     0.688409   -0.044050
     0.706526   -0.042001
     0.724646   -0.039899
     0.742769   -0.037744
     0.760889   -0.035538
     0.779005   -0.033282
     0.797110   -0.030976
     0.815198   -0.028621
     0.833259   -0.026219
     0.851275   -0.023772
     0.869217   -0.021283
     0.887033   -0.018760
     0.904636   -0.016215
     0.921879   -0.013671
     0.938538   -0.011164
     0.954306   -0.008745
     0.968845   -0.006474
     0.981876   -0.004404
     0.993279   -0.002566
     1.000000   -0.001470
